"id","title","years","duration","rating","people_rating","critic_rating","votes"
2282,"Tomorrow Never Dies","1997","119","12","6.5","52","202,472"
2283,"The Garden of Eden","2008","111","R","5.2","28","1,134"
2284,"Jacob's Ladder","1990","113","18","7.4","62","116,148"
2285,"Austin Powers in Goldmember","2002","94","12","6.2","62","219,994"
2286,"Long Shot","2019","125","15","6.8","67","119,335"
2287,"Barbarella","1968","98","X","5.8","51","37,071"
2288,"Never Let Me Go","2010","103","12A","7.1","69","151,388"
2289,"The Right Stuff","1983","193","15","7.8","91","64,468"
2290,"Original Sin","2001","116","18","6.0","33","59,082"
2291,"Scary Movie 2","2001","83","18","5.3","29","172,363"
2292,"Lolita","1962","153","X","7.5","79","107,146"
2293,"Sister Act 2: Back in the Habit","1993","107","PG","5.7","38","57,504"
2294,"Mank","2020","131","12A","6.8","79","81,146"
2295,"Cry-Baby","1990","85","12","6.5","63","63,924"
2296,"Zombieland: Double Tap","2019","99","15","6.7","55","195,866"
2297,"Brave","2012","93","PG","7.1","69","434,137"
2298,"U-571","2000","116","12","6.6","62","85,918"
2299,"Triangle","2009","99","15","6.9",NULL,"126,579"
2300,"Billy Madison","1995","89","12","6.3","16","153,804"
2301,"Central Intelligence","2016","107","12A","6.3","52","207,985"
2302,"Memory","2022","114","18","5.7","41","33,426"
2303,"Five Feet Apart","2019","116","12A","7.2","53","79,610"
2304,"The First Wives Club","1996","103","PG","6.4","58","53,130"
2305,"You Hurt My Feelings","2023","93","15","6.6","80","8,773"
2306,"Role Models","2008","99","15","6.8","61","238,927"
2307,"Burnt","2015","101","15","6.6","42","130,122"
2308,"Wild Tales","2014","122","15","8.1","77","211,875"
2309,"Licence to Kill","1989","133","15","6.6","58","110,432"
2310,"Megamind","2010","95","PG","7.3","63","287,348"
2311,"The Eight Mountains","2022","147","12","7.7","78","12,099"
2312,"The Fighter","2010","116","15","7.8","79","384,218"
2313,"A History of Violence","2005","96","18","7.4","82","249,594"
2314,"Security","2017","88","15","5.7",NULL,"21,336"
2315,"The Age of Innocence","1993","139","U","7.2","90","66,042"
2316,"Pitch Perfect 2","2015","115","12A","6.4","63","167,842"
2317,"The Harrad Experiment","1973","97","X","4.6",NULL,"883"
2318,"Ponyo","2008","101","U","7.6","86","157,387"
2319,"The Knight Before Christmas","2019","92","12","5.6",NULL,"19,801"
2320,"A Silent Voice","2016","130","12A","8.1","78","96,054"
2321,"Magic Mike's Last Dance","2023","112","15","5.2","52","15,113"
2322,"Run Hide Fight","2020","109","15","6.3","13","26,420"
2323,"Moana","2025","N/A",NULL,NULL,NULL,"N/A"
2324,"To Kill a Mockingbird","1962","129","A","8.3","88","328,464"
2325,"American Assassin","2017","111","18","6.2","45","87,594"
2326,"Dear John","2010","108","12A","6.3","43","156,072"
2327,"Snow White and the Seven Dwarfs","1937","83","A","7.6","96","211,995"
2328,"Forgetting Sarah Marshall","2008","111","15","7.1","67","298,565"
2329,"Breakfast at Tiffany's","1961","115","PG","7.6","76","189,199"
2330,"Manhunter","1986","120","18","7.2","75","79,255"
2331,"The Adjustment Bureau","2011","106","12A","7.0","60","267,441"
2332,"The Mighty Ducks","1992","104","PG","6.5","46","70,548"
2333,"Slumdog Millionaire","2008","120","15","8.0","84","869,077"
2334,"Holiday Twist","2023","95","PG","9.0",NULL,"923"
2335,"Young Frankenstein","1974","106","AA","8.0","83","166,722"
2336,"Mast Mein Rehne Ka","2023","127","15","7.4",NULL,"526"
2337,"Cello","2023","120","R","6.7",NULL,"2,313"
2338,"Cry Macho","2021","104","12","5.7","58","31,946"
2339,"Last Looks","2021","110","15","5.8","49","11,049"
2340,"Backdraft","1991","137","15","6.7","39","86,363"
2341,"Spartacus","1960","197","PG","7.9","87","141,169"
2342,"Treasure Planet","2002","95","U","7.2","60","129,775"
2343,"Fanny and Alexander","1982","188","15","8.1","100","66,501"
2344,"Samaritan","2022","102","12","5.7","45","53,476"
2345,"The Hills Have Eyes","2006","107","18","6.4","52","180,864"
2346,"Empire of the Sun","1987","153","PG","7.7","62","132,484"
2347,"Nanny McPhee","2005","97","U","6.6","59","83,719"
2348,"The House Bunny","2008","97","12A","5.5","55","88,823"
2349,"Austin Powers: The Spy Who Shagged Me","1999","95","12","6.6","59","245,270"
2350,"The Long Riders","1980","100","15","6.9","68","12,487"
2351,"The Little Mermaid","1989","83","U","7.6","88","285,799"
2352,"The Fault in Our Stars","2014","126","12A","7.7","69","395,436"
2353,"Imperium","2016","109","15","6.5","68","48,926"
2354,"Anna and the Apocalypse","2017","93","15","6.1","63","15,011"
2355,"Fast & Furious 6","2013","130","12A","7.0","61","411,622"
2356,"Back to Black","2024","N/A",NULL,NULL,NULL,"N/A"
2357,"Ghost Town","2008","102","12A","6.7","72","77,187"
2358,"Mississippi Burning","1988","128","18","7.8","65","107,715"
2359,"The Lorax","2012","86","U","6.4","46","126,603"
2360,"The Blind Side","2009","129","12A","7.6","53","354,651"
2361,"End of Watch","2012","109","15","7.6","68","263,778"
2362,"Living","2022","102","12A","7.2","81","29,692"
2363,"Green Room","2015","95","18","7.0","79","136,609"
2364,"Cat Person","2023","118","15","6.1","48","1,375"
2365,"Con Air","1997","115","15","6.9","52","314,062"
2366,"Waterworld","1995","135","12","6.3","56","206,638"
2367,"The Mummy Returns","2001","130","PG-13","6.4","48","341,315"
2368,"Game Night","2018","100","15","6.9","66","251,119"
2369,"The Italian Job","2003","111","PG-13","7.0","68","384,017"
2370,"Charlie's Angels","2000","98","15","5.6","52","194,091"
2371,"Oldboy","2013","104","18","5.8","49","79,701"
2372,"The Mission","2023","103","12A","6.6","74","274"
2373,"Challengers","2024","N/A",NULL,NULL,NULL,"N/A"
2374,"That Thing You Do!","1996","108","PG","7.0","71","72,687"
2375,"Jeremiah Johnson","1972","108","A","7.6","75","34,349"
2376,"9","2009","79","12A","7.0","60","145,669"
2377,"Kind of Kindness","2024","N/A",NULL,NULL,NULL,"N/A"
2378,"Robots","2005","91","U","6.4","64","158,749"
2379,"Jesus Revolution","2023","120","12A","7.1","46","12,464"
2380,"Close Encounters of the Third Kind","1977","138","A","7.6","90","213,126"
2381,"The Girl in the Spider's Web","2018","115","15","6.1","43","50,800"
2382,"The Persian Version","2023","107","15","6.6","61","1,104"
2383,"The Last Rifleman","2023","95",NULL,"6.6",NULL,"831"
2384,"Wayne's World","1992","94","PG","7.0","57","167,684"
2385,"Anna Karenina","2012","129","12A","6.6","63","105,112"
2386,"X-Men 2","2003","134","12A","7.4","68","569,160"
2387,"The New Mutants","2020","94","15","5.3","43","87,217"
2388,"San Andreas","2015","114","12A","6.1","43","252,366"
2389,"A League of Their Own","1992","128","PG","7.3","69","118,576"
2390,"The Voyeur","1994","90","Not Rated","5.5",NULL,"3,767"
2391,"All the President's Men","1976","138","AA","7.9","84","123,889"
2392,"The Fly","1986","96","18","7.6","79","197,899"
2393,"Happiness for Beginners","2023","103","12","6.1","48","16,070"
2394,"The Outpost","2019","123","15","6.8","71","39,190"
2395,"Mulan","2020","115","12A","5.8","66","156,873"
2396,"Freaky Friday","2003","97","PG","6.3","70","149,506"
2397,"Thor: The Dark World","2013","112","12A","6.8","54","714,389"
2398,"Mystic Pizza","1988","104","15","6.3","60","31,715"
2399,"Evil","2003","113","15","7.7","61","41,357"
2400,"The Wolverine","2013","126","12A","6.7","61","485,884"
2401,"Bullitt","1968","114","A","7.4","81","74,344"
2402,"28 Weeks Later","2007","100","18","6.9","78","288,995"
2403,"The Mill","2023","106",NULL,"5.3",NULL,"1,772"
2404,"Christmas Bloody Christmas","2022","86","Not Rated","5.1","46","4,906"
2405,"King Arthur","2004","126","12A","6.3","46","174,248"
2406,"A Fish Called Wanda","1988","108","15","7.5","80","150,867"
2407,"Friday the 13th","1980","95","X","6.4","22","154,865"
2408,"Star Wars: New Jedi Order","2027","N/A",NULL,NULL,NULL,"N/A"
2409,"Brightburn","2019","90","18","6.1","44","105,683"
2410,"Career Opportunities","1991","83","15","5.8","41","16,849"
2411,"Til Death Do Us Part","2023","109",NULL,"4.2",NULL,"4,035"
2412,"Poltergeist","1982","114","15","7.3","79","176,920"
2413,"Cocoon","1985","117","PG-13","6.7","65","67,588"
2414,"Fast & Furious: Hobbs & Shaw","2019","137","12A","6.5","60","230,693"
2415,"Piranha 3D","2010","88","18","5.5","53","95,577"
2416,"Downton Abbey: A New Era","2022","124","PG","7.4","63","28,731"
2417,"The Birds","1963","119","X","7.6","90","201,292"
2418,"Chloe","2009","96","15","6.3","48","76,864"
2419,"Red Dawn","2012","93","15","5.3","31","79,849"
2420,"The Time Machine","2002","96","PG","6.0","42","128,968"
2421,"Velvet Goldmine","1998","118","18","6.9","65","37,774"
2422,"The Descendants","2011","115","15","7.3","84","248,193"
2423,"Ocho apellidos marroquís","2023","97",NULL,"4.3",NULL,"154"
2424,"The Duellists","1977","100","A","7.4","70","26,032"
2425,"Vision Quest","1985","107","15","6.6","55","9,875"
2426,"Jack Reacher: Never Go Back","2016","118","12A","6.1","47","171,232"
2427,"Charade","1963","113","PG","7.9","83","83,503"
2428,"Operation Mincemeat","2021","128","12A","6.6","65","33,300"
2429,"Frozen","2010","93","15","6.2","43","79,202"
2430,"Everybody Wants Some!!","2016","117","15","6.9","85","57,731"
2431,"The Lego Movie","2014","100","U","7.7","83","381,674"
2432,"Taken 3","2014","108","12A","6.0","26","201,590"
2433,"Star Trek Beyond","2016","122","12A","7.0","68","255,631"
2434,"Smoke Sauna Sisterhood","2023","89","15","7.8","79","689"
2435,"Little Shop of Horrors","1986","94","PG","7.1","81","84,676"
2436,"The Greatest Beer Run Ever","2022","126","12A","6.8","39","25,121"
2437,"Hellboy","2004","122","12A","6.8","72","345,004"
2438,"The Pelican Brief","1993","141","12","6.6","51","94,210"
2439,"Transformers One","2024","N/A",NULL,NULL,NULL,"N/A"
2440,"In the Fire","2023","87","15","2.8",NULL,"3,207"
2441,"First Man","2018","141","12A","7.3","84","198,921"
2442,"Pleasantville","1998","124","12","7.5","71","134,834"
2443,"Running Scared","2006","122","18","7.3","41","102,867"
2444,"The Neon Demon","2016","117","18","6.1","51","102,340"
2445,"This Is 40","2012","134","15","6.2","59","148,493"
2446,"Pacific Rim: Uprising","2018","111","12A","5.6","44","124,826"
2447,"Men in Black: International","2019","114","12A","5.6","38","143,969"
2448,"White Noise","2022","136","15","5.7","66","42,587"
2449,"Dog","2022","101","12A","6.5","61","43,932"
2450,"Captain Phillips","2013","134","12A","7.8","82","484,659"
2451,"Avengers: The Kang Dynasty","2026","N/A",NULL,NULL,NULL,"N/A"
2452,"Nosferatu","1922","94","A","7.9",NULL,"103,631"
2453,"Carlito's Way","1993","144","18","7.9","66","229,105"
2454,"Lawless","2012","116","18","7.2","58","251,057"
2455,"Funny Farm","1988","101","PG","6.2","50","24,548"
2456,"The Ninth Gate","1999","133","15","6.7","44","194,489"
2457,"The Last Kingdom: Seven Kings Must Die","2023","111","15","6.9","48","33,155"
2458,"The Hangover Part II","2011","102","15","6.5","44","525,601"
2459,"Persuasion","2022","108","PG","5.8","42","33,962"
2460,"Minions","2015","91","U","6.4","56","253,956"
2461,"365 Days: This Day","2022","111","18","2.6",NULL,"23,349"
2462,"Angel Has Fallen","2019","121","15","6.4","45","107,515"
2463,"Old Henry","2021","99","15","7.3","69","34,050"
2464,"The Remains of the Day","1993","134","U","7.8","86","81,990"
2465,"Notes on a Scandal","2006","92","15","7.4","73","83,220"
2466,"The Girl with the Dragon Tattoo","2009","152","18","7.8","76","221,660"
2467,"Sunset Blvd.","1950","110","PG","8.4","94","232,580"
2468,"Pippa","2023","139",NULL,"6.2",NULL,"1,828"
2469,"Final Destination 3","2006","93","15","5.8","41","151,450"
2470,"Da 'Partments","2023","79",NULL,"9.3",NULL,"74"
2471,"Earth Mama","2023","101","15","6.8","84","374"
2472,"The Conspiracy of Dark Falls","2022","102",NULL,"3.1",NULL,"81"
2473,"Napoleon","1927","330","U","8.2",NULL,"8,532"
2474,"Pretty in Pink","1986","97","15","6.7","56","87,146"
2475,"The Call of the Wild","2020","100","PG","6.7","48","54,606"
2476,"Evil Dead II","1987","84","18","7.7","72","179,255"
2477,"Black Friday!","2021","84","15","4.7","52","7,522"
2478,"Detachment","2011","98","15","7.7","52","95,805"
2479,"The Bourne Ultimatum","2007","115","12A","8.0","85","652,273"
2480,"Hulk","2003","138","12A","5.6","54","276,218"
2481,"Truth or Dare","2018","100","15","5.2","35","61,837"
2482,"Qala","2022","119","15","7.2",NULL,"7,119"
2483,"Rocketman","2019","121","15","7.3","69","189,708"
2484,"Cinderella Man","2005","144","12A","8.0","69","195,799"
2485,"The Hitman's Wife's Bodyguard","2021","100","15","6.1","32","104,647"
2486,"House of Wax","2005","113","15","5.5","41","132,172"
2487,"London Has Fallen","2016","99","15","5.9","28","167,092"
2488,"Bonnie and Clyde","1967","111","X","7.7","86","118,693"
2489,"Death on the Nile","1978","140","A","7.2","59","38,608"
2490,"The Visit","2015","94","15","6.2","55","147,098"
2491,"Alien Invasion: S.U.M.1","2017","92","15","4.3",NULL,"1,663"
2492,"Causeway","2022","94","15","6.6","66","21,315"
2493,"She Said","2022","129","15","7.3",NULL,"36,682"
2494,"Christmas Inheritance","2017","104","PG","5.7",NULL,"13,031"
2495,"Three - III","2005","95","15","4.9",NULL,"10,340"
2496,"The Grey","2011","117","15","6.7","64","260,833"
2497,"The Longest Yard","2005","113","12A","6.4","48","191,477"
2498,"Fractured","2019","99","15","6.4","36","88,598"
2499,"Wreck-It Ralph","2012","101","PG","7.7","72","449,397"
2500,"Life of Brian","1979","94","AA","8.0","77","417,899"
2501,"Knight of Cups","2015","118","15","5.6","53","28,920"
2502,"Me, Myself & Irene","2000","116","15","6.6","49","247,907"
2503,"The Island","2005","136","12A","6.8","50","324,597"
2504,"Magic Mike","2012","110","15","6.1","72","145,943"
2505,"The Royal Tenenbaums","2001","110","15","7.6","76","308,972"
2506,"Sin City: A Dame to Kill For","2014","102","18","6.5","46","168,587"
2507,"Don't Breathe","2016","88","15","7.1","71","294,370"
2508,"Godmothered","2020","110","PG","6.1","49","13,611"
2509,"The Conjuring: The Devil Made Me Do It","2021","112","18","6.3","53","134,505"
2510,"I, Robot","2004","115","12A","7.1","59","566,596"
2511,"Luck","2022","105","PG","6.4","48","27,044"
2512,"Ghost in the Shell","1995","83","15","7.9","76","153,156"
2513,"Layer Cake","2004","105","15","7.3","73","191,961"
2514,"Under Siege","1992","103","15","6.5","58","93,798"
2515,"Titane","2021","108","18","6.5","75","53,744"
2516,"Lord of War","2005","122","15","7.6","62","332,343"
2517,"Mary Queen of Scots","2018","124","15","6.3","60","54,254"
2518,"Santa's Slay","2005","78","15","5.3",NULL,"10,935"
2519,"Garudan","2023","138","15","7.4",NULL,"1,265"
2520,"Despicable Me 3","2017","89","U","6.2","49","148,519"
2521,"Man in Love","2021","115","15","7.0",NULL,"2,652"
2522,"Leaving Las Vegas","1995","111","18","7.5","82","132,102"
2523,"Road to Perdition","2002","117","15","7.7","72","280,767"
2524,"Lady Macbeth","2016","89","15","6.8","76","26,166"
2525,"Allegiant","2016","120","12A","5.7","33","131,138"
2526,"The Ten Commandments","1956","220","U","7.9",NULL,"75,712"
2527,"Willow","1988","126","PG","7.2","47","128,447"
2528,"Child's Play","1988","87","15","6.7","58","114,297"
2529,"Inside","2023","105","15","5.5","53","14,338"
2530,"What Is a Woman?","2022","95",NULL,"8.2",NULL,"41,084"
2531,"Jungle Cruise","2021","127","12A","6.6","50","207,498"
2532,"Seven Psychopaths","2012","110","15","7.1","66","270,647"
2533,"Dora and the Lost City of Gold","2019","102","PG","6.1","63","33,683"
2534,"Deja Vu","2006","126","12A","7.1","59","323,452"
2535,"Tiffany Jones","1973","90","X","4.7",NULL,"288"
2536,"The Unforgivable","2021","112","15","7.1","41","116,898"
2537,"Serpico","1973","130","X","7.7","83","132,082"
2538,"The Three Musketeers","1993","105","PG","6.4","43","58,307"
2539,"Shot Caller","2017","121","15","7.3","59","94,264"
2540,"The 5th Wave","2016","112","15","5.2","33","115,529"
2541,"Wall Street","1987","126","15","7.3","56","163,069"
2542,"The Babysitter","2017","85","15","6.3",NULL,"105,600"
2543,"The Harder They Fall","2021","139","15","6.6","68","69,612"
2544,"Gosford Park","2001","137","15","7.2","90","92,465"
2545,"Just Mercy","2019","137","12A","7.6","68","74,024"
2546,"Pompeii","2014","105","12A","5.5","41","115,396"
2547,"Power Rangers","2017","124","12A","5.9","44","112,745"
2548,"Atomic Blonde","2017","115","15","6.7","63","203,720"
2549,"The Electric State","2024","N/A",NULL,NULL,NULL,"N/A"
2550,"Drive My Car","2021","179","15","7.6","91","61,978"
2551,"Twilight Zone: The Movie","1983","101","15","6.4","44","40,542"
2552,"Benedetta","2021","131","18","6.7","75","24,326"
2553,"Burning","2018","148","15","7.5","91","73,572"
2554,"Sniper. The White Raven","2022","111","15","6.4","54","5,312"
2555,"We Need to Talk About Kevin","2011","112","15","7.5","68","164,979"
2556,"Geostorm","2017","109","12A","5.3","21","115,835"
2557,"xXx","2002","124","PG-13","5.8","48","185,003"
2558,"The Perfect Storm","2000","130","12","6.5","59","175,795"
2559,"Spy Kids","2001","88","U","5.6","71","125,254"
2560,"Cats","2019","110","U","2.8","32","54,827"
2561,"The Hating Game","2021","102","15","6.2",NULL,"24,102"
2562,"The Last Boy Scout","1991","105","18","7.0","52","109,992"
2563,"The Protégé","2021","109","15","6.1","48","37,106"
2564,"Battle Royale","2000","114","18","7.5","81","192,038"
2565,"Ponyboi","2024","N/A",NULL,NULL,NULL,"N/A"
2566,"Teenage Mutant Ninja Turtles","2014","101","12A","5.8","31","218,112"
2567,"Why Him?","2016","111","15","6.2","39","121,529"
2568,"Indecent Proposal","1993","117","15","6.0","35","76,591"
2569,"Safe House","2012","115","15","6.7","52","232,829"
2570,"30 Days of Night","2007","113","15","6.6","53","186,364"
2571,"Alvin and the Chipmunks","2007","92","U","5.2","39","92,774"
2572,"Zack and Miri Make a Porno","2008","101","18","6.5","56","181,285"
2573,"Task Force","1949","116","U","6.6",NULL,"1,134"
2574,"Hotel Transylvania","2012","91","U","7.0","47","275,173"
2575,"Valley Girl","1983","99","15","6.4","66","17,789"
